_idx,_name,area_ellipse,area_exact,flux,peak,npix,major_sigma,minor_sigma,major_fwhm,minor_fwhm,position_angle,radius,x_cen,y_cen,rejected,100.0GHz_snr,score,notes,G2018,notesG2018,S2016_HII,HII?
11607,11607,3.39E-10,1.14E-09,0.000443772,0.000365699,37,1.28E-05,6.08E-06,3.01E-05,1.43E-05,140.6474287,8.82E-06,266.8294241,-28.37041314,0,17.72325131,2,Disk?,,,,
11618,11618,1.74E-10,5.25E-10,0.000643676,0.000832786,17,8.59E-06,4.65E-06,2.02E-05,1.09E-05,121.3493039,6.32E-06,266.8290791,-28.37040025,0,4.369026723,0,Unlikely,core_106,,,
11635,11635,1.45E-10,4.63E-10,0.000140492,0.00022941,15,6.17E-06,5.39E-06,1.45E-05,1.27E-05,132.4657085,5.77E-06,266.8247472,-28.3703821,0,5.263134252,2,,,,,
11637,11637,8.02E-10,2.31E-09,0.003750564,0.001705443,75,1.99E-05,9.24E-06,4.69E-05,2.18E-05,158.0718501,1.36E-05,266.8290939,-28.37036078,0,26.23283781,3,Contour,core_106,,,
11653,11653,5.94E-10,2.10E-09,0.000881242,0.00049761,68,1.44E-05,9.46E-06,3.40E-05,2.23E-05,168.4581058,1.17E-05,266.8248447,-28.37033917,0,9.380116023,2,,,,,
11658,11658,7.24E-10,2.13E-09,0.000790402,0.000390945,69,1.52E-05,1.10E-05,3.57E-05,2.58E-05,-173.3153547,1.29E-05,266.8319463,-28.37031756,0,10.94173707,2,,,,,
11659,11659,4.98E-10,1.70E-09,0.000739551,0.000485185,55,1.41E-05,8.11E-06,3.32E-05,1.91E-05,151.5281608,1.07E-05,266.8310515,-28.37032072,0,10.918019,2,,,,,
11660,11660,5.35E-10,1.88E-09,0.000769427,0.000432695,61,1.18E-05,1.04E-05,2.79E-05,2.44E-05,101.5871299,1.11E-05,266.8249989,-28.37031366,0,10.4462521,2,,,,,
11666,11666,3.51E-10,1.05E-09,0.00030203,0.000223621,34,1.05E-05,7.68E-06,2.47E-05,1.81E-05,52.47763932,8.97E-06,266.8245223,-28.37030598,0,6.472144079,2,,,,,
11716,11716,2.40E-10,7.72E-10,0.000270085,0.000295754,25,8.61E-06,6.41E-06,2.03E-05,1.51E-05,163.2539453,7.43E-06,266.8304799,-28.37020024,0,8.823968601,2,,,,,
11731,11731,1.91E-10,5.86E-10,0.000165797,0.00021196,19,7.29E-06,6.01E-06,1.72E-05,1.42E-05,66.46959434,6.62E-06,266.8270998,-28.3701742,0,9.648055981,2,,,,,
11732,11732,6.21E-10,1.60E-09,0.000475426,0.000242252,52,1.83E-05,7.80E-06,4.31E-05,1.84E-05,154.0891529,1.19E-05,266.8252841,-28.370168,0,6.948446349,3,Two sources?,,,,
11747,11747,3.11E-10,1.27E-09,0.000950455,0.000976835,41,9.48E-06,7.54E-06,2.23E-05,1.78E-05,131.5087922,8.45E-06,266.8318235,-28.37012066,0,32.06633227,2,,,,,
11764,11764,3.83E-10,1.27E-09,0.000446988,0.000324622,41,1.09E-05,8.06E-06,2.57E-05,1.90E-05,140.3305962,9.38E-06,266.825389,-28.37009185,0,11.48767169,2,,,,,
11779,11779,4.37E-10,1.67E-09,0.000917077,0.000679863,54,1.15E-05,8.76E-06,2.70E-05,2.06E-05,93.53601631,1.00E-05,266.8314496,-28.37006373,0,15.66995983,2,,core_107,,,
11798,11798,1.57E-09,6.45E-09,0.004813486,0.001683828,209,1.95E-05,1.85E-05,4.59E-05,4.36E-05,163.5004219,1.90E-05,266.8300965,-28.36998364,0,23.82172057,2,,,,,
11801,11801,2.60E-10,8.64E-10,0.000321601,0.000334218,28,8.22E-06,7.25E-06,1.94E-05,1.71E-05,110.9300764,7.72E-06,266.828231,-28.37002599,0,16.89436353,2,,,,,
11802,11802,2.71E-10,9.26E-10,0.000364888,0.000382053,30,9.46E-06,6.59E-06,2.23E-05,1.55E-05,140.0016341,7.89E-06,266.8270867,-28.37002607,0,20.175198,2,,,,,
11813,11813,9.21E-10,3.58E-09,0.002359544,0.000958152,116,2.21E-05,9.57E-06,5.20E-05,2.25E-05,125.4161124,1.45E-05,266.8310986,-28.36998185,0,32.83821067,2,,,,,
11821,11821,5.08E-10,1.91E-09,0.001072809,0.000653466,62,1.36E-05,8.56E-06,3.21E-05,2.02E-05,130.9152934,1.08E-05,266.8299365,-28.36997401,0,14.77517942,2,,core_107,,,
11843,11843,4.79E-10,1.94E-09,0.001260418,0.000929337,63,1.16E-05,9.53E-06,2.72E-05,2.24E-05,128.2610573,1.05E-05,266.8300314,-28.3699325,0,8.438243313,2,,core_107,,,
11849,11849,5.55E-10,1.82E-09,0.000657069,0.000341398,59,1.25E-05,1.02E-05,2.95E-05,2.39E-05,70.18709824,1.13E-05,266.8282482,-28.3699277,0,16.65404158,2,,,,,
11873,11873,6.26E-10,2.44E-09,0.001492477,0.000793248,79,1.46E-05,9.82E-06,3.44E-05,2.31E-05,171.7305353,1.20E-05,266.8316903,-28.36989415,0,16.08045735,2,,core_112,,,
11876,11876,2.19E-09,6.98E-09,0.005078939,0.001021652,226,2.33E-05,2.16E-05,5.49E-05,5.08E-05,-160.0565776,2.24E-05,266.8271126,-28.36985389,0,17.64584214,3,Multiple sources,core_103,,,
11929,11929,8.67E-10,2.47E-09,0.000896658,0.000348737,80,2.26E-05,8.79E-06,5.33E-05,2.07E-05,131.0753236,1.41E-05,266.8325857,-28.36976628,0,5.603117855,2,Contour,,,,
11959,11959,1.52E-09,5.22E-09,0.002402396,0.000517986,169,2.38E-05,1.46E-05,5.60E-05,3.45E-05,166.2681034,1.87E-05,266.8266568,-28.36971169,0,11.27018502,3,Multiple sources,core_104,,,
11965,11965,7.34E-10,2.62E-09,0.001203157,0.000531051,85,1.59E-05,1.06E-05,3.74E-05,2.50E-05,121.7008004,1.30E-05,266.8324925,-28.36971187,0,9.267301854,2,,,,,
12003,12003,3.27E-10,1.02E-09,0.000354361,0.000297939,33,9.17E-06,8.19E-06,2.16E-05,1.93E-05,144.4277469,8.67E-06,266.8265404,-28.36966069,0,7.836368646,2,,,,,
12005,12005,5.70E-10,2.16E-09,0.001113001,0.000677195,70,1.46E-05,8.98E-06,3.43E-05,2.11E-05,162.7102948,1.14E-05,266.8272227,-28.36965018,0,13.11527774,2,,,,,
12020,12020,7.43E-10,2.56E-09,0.001253307,0.000634344,83,1.41E-05,1.21E-05,3.32E-05,2.85E-05,-173.2202442,1.31E-05,266.8325491,-28.36960068,0,15.10619815,2,,,,,
12027,12027,5.60E-10,2.69E-09,0.002632653,0.001791873,87,1.21E-05,1.07E-05,2.84E-05,2.51E-05,155.2461461,1.13E-05,266.8291771,-28.36958825,0,39.47763413,2,,core_155,,,
12032,12032,5.03E-10,1.76E-09,0.000753658,0.000434813,57,1.20E-05,9.63E-06,2.82E-05,2.27E-05,175.4865415,1.07E-05,266.8290777,-28.36958336,0,12.48333998,2,,core_155,,,
12034,12034,1.62E-10,5.25E-10,0.0001885,0.000291268,17,6.49E-06,5.72E-06,1.53E-05,1.35E-05,166.1968372,6.09E-06,266.8266288,-28.36958847,0,7.005253503,2,,,,,
12046,12046,3.72E-10,1.33E-09,0.000587705,0.00047241,43,1.21E-05,7.03E-06,2.86E-05,1.66E-05,138.2439019,9.24E-06,266.8259599,-28.36955369,0,14.17914863,2,,core_105,,,
12049,12049,9.44E-10,2.90E-09,0.000986403,0.000386287,94,1.97E-05,1.10E-05,4.64E-05,2.59E-05,90.32272945,1.47E-05,266.8319675,-28.3695267,0,8.289657552,2,,,,,
12052,12052,2.16E-10,7.72E-10,0.000336488,0.000448364,25,8.01E-06,6.19E-06,1.89E-05,1.46E-05,120.6847803,7.04E-06,266.8277572,-28.36955043,0,12.66794893,2,,,,,
12069,12069,9.23E-10,2.87E-09,0.00099059,0.000346467,93,2.13E-05,9.97E-06,5.01E-05,2.35E-05,140.0442817,1.46E-05,266.8320644,-28.36947708,0,6.765516561,2,Not sure,,,,
12075,12075,7.82E-10,2.75E-09,0.001356367,0.000639606,89,1.52E-05,1.18E-05,3.58E-05,2.78E-05,111.1594746,1.34E-05,266.832184,-28.36945827,0,10.42344618,2,,,,,
12093,12093,3.75E-10,1.54E-09,0.001113196,0.00095457,50,1.02E-05,8.45E-06,2.40E-05,1.99E-05,137.3341586,9.28E-06,266.8330239,-28.36941092,0,32.88597568,2,,,,,
12193,12193,2.23E-10,7.10E-10,0.000224797,0.000257193,23,7.74E-06,6.61E-06,1.82E-05,1.56E-05,145.9544506,7.15E-06,266.8321842,-28.36915196,0,3.986207396,2,,,,,
12229,12229,3.61E-10,1.02E-09,0.000366827,0.000316291,33,1.23E-05,6.73E-06,2.90E-05,1.59E-05,-144.2949717,9.10E-06,266.8203215,-28.36901424,0,7.351690561,2,,,,,
12230,12230,4.96E-10,1.94E-09,0.001222696,0.000795177,63,1.09E-05,1.04E-05,2.57E-05,2.46E-05,91.52206875,1.07E-05,266.832968,-28.36899121,0,16.84577321,2,,,,,
12232,12232,3.25E-10,9.57E-10,0.000330492,0.000257289,31,1.22E-05,6.14E-06,2.86E-05,1.45E-05,124.8161784,8.64E-06,266.8202772,-28.36898716,0,4.98105404,0,Not sure,,,,
12234,12234,3.84E-10,1.67E-09,0.001283933,0.001146076,54,1.10E-05,7.98E-06,2.60E-05,1.88E-05,149.6413587,9.39E-06,266.8329038,-28.36898243,0,14.34313375,2,,,,,
12339,12339,2.51E-09,6.76E-09,0.002773714,0.000631283,219,3.67E-05,1.57E-05,8.65E-05,3.70E-05,51.24557038,2.40E-05,266.8205938,-28.3686492,0,14.55165661,3,min delta,core_100,,,
12354,12354,3.23E-09,1.32E-08,0.01042639,0.00104905,429,2.81E-05,2.64E-05,6.63E-05,6.21E-05,178.4215941,2.72E-05,266.8254406,-28.36859839,0,16.57573539,2,Resolved?,core_102,,X8.33,
12417,12417,7.21E-10,2.28E-09,0.000815489,0.000318316,74,1.97E-05,8.38E-06,4.65E-05,1.97E-05,166.2935192,1.29E-05,266.8203697,-28.3684583,0,8.002288785,2,Disk?,,,,
12486,12486,1.21E-09,4.60E-09,0.002709836,0.000878005,149,2.02E-05,1.38E-05,4.75E-05,3.25E-05,77.54901011,1.67E-05,266.8203349,-28.36827999,0,17.26162431,3,Two sources,core_99,,,
12556,12556,1.18E-09,4.97E-09,0.004536978,0.002104983,161,2.46E-05,1.10E-05,5.80E-05,2.58E-05,148.5393549,1.64E-05,266.8337145,-28.36800706,0,59.0324492,2,,,,,
12573,12573,2.91E-10,1.05E-09,0.000560859,0.00056385,34,9.26E-06,7.22E-06,2.18E-05,1.70E-05,118.962149,8.17E-06,266.8338023,-28.36794127,0,15.95015834,2,,,,,
12636,12636,3.24E-10,1.17E-09,0.000541704,0.000508718,38,1.03E-05,7.20E-06,2.44E-05,1.70E-05,143.1372993,8.63E-06,266.8341364,-28.36773961,0,18.44318863,2,,,,,
12694,12694,3.04E-10,9.88E-10,0.000343916,0.000316109,32,1.05E-05,6.66E-06,2.47E-05,1.57E-05,133.7612603,8.35E-06,266.8341075,-28.36730819,0,12.47617017,2,,,,,
13056,13056,7.59E-09,2.04E-08,0.01105123,0.000866185,660,5.75E-05,3.03E-05,0.000135371,7.13E-05,143.8256791,4.17E-05,266.84454,-28.36566968,0,9.822898681,3,Inside HII region,,,,
13117,13117,2.54E-10,8.64E-10,0.000318688,0.000356586,28,8.49E-06,6.88E-06,2.00E-05,1.62E-05,134.3391335,7.64E-06,266.8336453,-28.36560094,0,14.28066355,2,,,,,
13231,13231,2.50E-10,8.02E-10,0.000271073,0.000276191,26,8.73E-06,6.57E-06,2.06E-05,1.55E-05,173.6463031,7.57E-06,266.8251646,-28.36539703,0,10.57480397,2,,,,,
13301,13301,3.83E-10,1.17E-09,0.000483763,0.000488041,38,1.20E-05,7.31E-06,2.83E-05,1.72E-05,151.8505433,9.38E-06,266.8451247,-28.36526042,0,8.012336348,2,Inside HII region,,,,
13505,13505,2.82E-10,9.88E-10,0.000464299,0.000473205,32,1.00E-05,6.47E-06,2.36E-05,1.52E-05,161.8796479,8.05E-06,266.8248545,-28.36474701,0,13.9829688,2,,,,,
13904,13904,3.06E-10,7.72E-10,0.000242618,0.000276922,25,9.51E-06,7.39E-06,2.24E-05,1.74E-05,-158.3645957,8.38E-06,266.8429596,-28.36386791,0,5.796952294,2,,,,,
13938,13938,4.77E-10,1.20E-09,0.000511605,0.000352992,39,1.73E-05,6.32E-06,4.08E-05,1.49E-05,46.01574372,1.05E-05,266.8426717,-28.36375176,0,5.158025025,1,Check SI,core_224,,,
13940,13940,1.79E-10,5.25E-10,0.000211985,0.000295481,17,9.91E-06,4.14E-06,2.33E-05,9.75E-06,147.8577024,6.41E-06,266.8426073,-28.36373118,0,5.627155699,0,Part of an extended core,core_224,,,
14435,14435,5.86E-10,1.98E-09,0.000850778,0.000548567,64,1.41E-05,9.53E-06,3.33E-05,2.24E-05,148.4471077,1.16E-05,266.8367036,-28.36135694,0,16.76660679,2,,,,,
14449,14449,5.83E-10,1.70E-09,0.000613971,0.000361561,55,1.28E-05,1.05E-05,3.01E-05,2.47E-05,174.4356626,1.16E-05,266.8394652,-28.36130472,0,8.828656514,2,,,,,
14505,14505,3.91E-10,1.36E-09,0.000554938,0.000442715,44,1.04E-05,8.65E-06,2.44E-05,2.04E-05,167.8056603,9.47E-06,266.836568,-28.36111465,0,10.95569433,2,,,,,
14510,14510,5.07E-10,1.64E-09,0.000566205,0.00028274,53,1.25E-05,9.31E-06,2.95E-05,2.19E-05,133.8906838,1.08E-05,266.8367187,-28.36109819,0,6.084812623,2,,,,,
14538,14538,1.47E-09,2.16E-09,0.000582885,0.000222153,70,3.20E-05,1.06E-05,7.53E-05,2.49E-05,-179.9948874,1.84E-05,266.8366725,-28.36102669,0,4.091328676,0,,,,,
14573,14573,2.60E-10,6.79E-10,0.000203815,0.00024668,22,9.61E-06,6.20E-06,2.26E-05,1.46E-05,111.2589617,7.72E-06,266.8369105,-28.36094203,0,6.759464185,2,,,,,
14628,14628,3.67E-10,8.02E-10,0.000228048,0.000224491,26,1.36E-05,6.21E-06,3.19E-05,1.46E-05,61.7238273,9.18E-06,266.8360186,-28.36080919,0,7.047871586,2,,,,,
14889,14889,8.28E-10,2.10E-09,0.000658242,0.000290386,68,1.72E-05,1.11E-05,4.04E-05,2.61E-05,176.3995418,1.38E-05,266.8382676,-28.36039707,0,5.32985296,2,,,,,
13389,13389,9.09E-10,2.59E-09,0.00077867,0.000319261,84,2.96E-05,7.05E-06,6.98E-05,1.66E-05,146.2044272,1.45E-05,266.8324948,-28.37268003,0,3.236945474,0,Fillament?,,,,
13490,13490,1.94E-10,5.86E-10,0.000602434,0.00077277,19,1.06E-05,4.22E-06,2.49E-05,9.94E-06,125.8839661,6.68E-06,266.8325362,-28.372521,0,1.399889771,0,Fillament?,,,,
13500,13500,3.89E-09,1.19E-08,0.080504777,0.010051358,386,4.39E-05,2.03E-05,0.000103408,4.78E-05,99.59287348,2.99E-05,266.8324055,-28.3724238,0,7.043849971,0,Fillament?,,,,
13525,13525,1.52E-10,4.32E-10,0.001460766,0.002158461,14,1.24E-05,2.81E-06,2.92E-05,6.62E-06,113.6776634,5.91E-06,266.8324842,-28.37245497,0,2.758446214,0,Fillament?,,,,
13625,13625,2.75E-10,8.95E-10,0.000224192,0.000232914,29,8.84E-06,7.13E-06,2.08E-05,1.68E-05,51.42517112,7.94E-06,266.8330709,-28.37231343,0,2.703526769,0,Extremely unlikely,,,,
13626,13626,4.78E-10,1.60E-09,0.000748932,0.000442451,52,1.29E-05,8.52E-06,3.03E-05,2.01E-05,62.09017451,1.05E-05,266.8328525,-28.37230615,0,4.217937735,0,Unlikely,,,,
13669,13669,2.65E-10,7.72E-10,0.001039303,0.000910432,25,1.29E-05,4.70E-06,3.04E-05,1.11E-05,111.3375766,7.80E-06,266.8327729,-28.37226903,0,3.386219561,0,,,,,
13705,13705,4.36E-10,1.60E-09,0.002021305,0.001524479,52,1.09E-05,9.20E-06,2.56E-05,2.17E-05,102.9127784,1.00E-05,266.8331112,-28.37221599,0,17.95533515,2,,,,,
13748,13748,2.78E-10,8.95E-10,0.001310459,0.001204947,29,8.70E-06,7.34E-06,2.05E-05,1.73E-05,50.55743373,7.99E-06,266.8330694,-28.37216678,0,5.036062722,2,,,,,
13763,13763,7.02E-10,1.98E-09,0.000480513,0.000235973,64,2.12E-05,7.61E-06,4.99E-05,1.79E-05,179.4239335,1.27E-05,266.8331967,-28.37213343,0,3.368181859,0,,,,,
13804,13804,6.49E-10,2.01E-09,0.007397669,0.003335237,65,2.02E-05,7.38E-06,4.75E-05,1.74E-05,-164.6558045,1.22E-05,266.8329505,-28.37206985,0,5.968064672,2,,,,,
13809,13809,1.48E-10,4.32E-10,0.003035274,0.004690738,14,6.75E-06,5.05E-06,1.59E-05,1.19E-05,64.56177327,5.84E-06,266.8328429,-28.37207135,0,3.283391103,0,Unlikely,,,,
13819,13819,3.31E-10,1.02E-09,0.00068317,0.000520305,33,1.15E-05,6.62E-06,2.71E-05,1.56E-05,126.3759652,8.72E-06,266.832565,-28.37203357,0,5.374865973,0,Unlikely,,,,
13831,13831,3.21E-10,1.08E-09,0.001221934,0.001129688,35,1.12E-05,6.56E-06,2.65E-05,1.54E-05,147.6201004,8.59E-06,266.8330327,-28.3720226,0,5.119117987,2,Maybe,,,,
13832,13832,1.14E-10,3.40E-10,0.003043516,0.005626104,11,7.01E-06,3.73E-06,1.65E-05,8.78E-06,103.2874188,5.11E-06,266.8327812,-28.37203053,0,3.585742549,0,,,,,
13839,13839,1.67E-10,4.94E-10,0.000219944,0.000330735,16,9.97E-06,3.85E-06,2.35E-05,9.05E-06,149.9621934,6.19E-06,266.8331206,-28.37201707,0,2.466447292,0,,,,,
13844,13844,2.73E-09,9.10E-09,0.002711759,0.000341542,295,3.40E-05,1.84E-05,8.02E-05,4.34E-05,127.4311718,2.51E-05,266.8323251,-28.37194504,0,6.805080932,2,Not sure,,,,
13848,13848,2.01E-09,4.88E-09,0.001629937,0.000327405,158,3.16E-05,1.46E-05,7.45E-05,3.44E-05,147.0198114,2.15E-05,266.8324568,-28.37195922,0,3.727277555,0,,,,,
13864,13864,1.85E-10,5.25E-10,0.008238252,0.010013699,17,1.11E-05,3.83E-06,2.62E-05,9.02E-06,97.06344741,6.52E-06,266.8327619,-28.37191696,0,3.062511158,0,,,,,
13872,13872,5.34E-10,1.85E-09,0.000804023,0.000475026,60,1.30E-05,9.45E-06,3.05E-05,2.23E-05,172.7783919,1.11E-05,266.8331739,-28.37189681,0,2.011687359,0,,,,,
13877,13877,3.90E-10,1.05E-09,0.001099756,0.000788685,34,1.09E-05,8.20E-06,2.57E-05,1.93E-05,174.9577597,9.46E-06,266.8329288,-28.37189434,0,0.840440141,0,,,,,
13887,13887,3.04E-10,8.02E-10,0.00120427,0.001008957,26,1.88E-05,3.72E-06,4.42E-05,8.75E-06,154.0645265,8.35E-06,266.8326052,-28.3718658,0,2.190534274,0,,,,,
13888,13888,1.86E-10,5.56E-10,0.000292593,0.000386452,18,7.54E-06,5.66E-06,1.78E-05,1.33E-05,133.5963397,6.53E-06,266.8332417,-28.3718642,0,2.700464149,0,,,,,
13892,13892,5.93E-10,2.16E-09,0.002623568,0.001721671,70,1.41E-05,9.66E-06,3.32E-05,2.27E-05,166.7529385,1.17E-05,266.8331264,-28.3718434,0,8.384199482,2,,,,,
13898,13898,3.01E-10,1.08E-09,0.000331521,0.000325944,35,9.76E-06,7.09E-06,2.30E-05,1.67E-05,130.9595736,8.32E-06,266.8334982,-28.37183747,0,3.923755217,2,,,,,
13899,13899,3.21E-10,9.57E-10,0.000534173,0.000434167,31,1.07E-05,6.88E-06,2.53E-05,1.62E-05,-169.9882424,8.59E-06,266.8332224,-28.37183222,0,2.672094884,0,,,,,
13903,13903,1.47E-09,3.40E-09,0.02737067,0.006865985,110,3.59E-05,9.39E-06,8.46E-05,2.21E-05,142.6599151,1.84E-05,266.8329994,-28.37180584,0,14.40482478,0,Fillament?,,,,
13904,13904,3.82E-10,1.30E-09,0.054230154,0.042105094,42,9.93E-06,8.83E-06,2.34E-05,2.08E-05,58.78791588,9.36E-06,266.8328151,-28.37182226,0,8.36569836,2,Check SI,core_172_K2,,,
13905,13905,1.23E-09,3.70E-09,0.001706494,0.000374405,120,1.75E-05,1.61E-05,4.12E-05,3.80E-05,163.46241,1.68E-05,266.8323389,-28.37180065,0,4.757503874,0,Unlikely,,,,
13914,13914,4.28E-10,1.23E-09,0.036595511,0.019675165,40,1.20E-05,8.15E-06,2.84E-05,1.92E-05,55.96288148,9.91E-06,266.8327791,-28.37178186,0,4.559520846,1,Check SI,core_172_K2,,,
13921,13921,1.33E-09,4.04E-09,0.007786541,0.002246795,131,1.92E-05,1.59E-05,4.53E-05,3.74E-05,98.73526561,1.75E-05,266.8325322,-28.37173807,0,9.494681456,3,Contour,,,,
13924,13924,3.15E-10,9.57E-10,0.002507036,0.001929418,31,1.10E-05,6.56E-06,2.60E-05,1.55E-05,-170.2632717,8.50E-06,266.8326521,-28.3717508,0,2.050807537,0,,,,,
13926,13926,4.97E-10,1.45E-09,0.01022314,0.005621324,47,1.27E-05,9.00E-06,2.98E-05,2.12E-05,156.5685706,1.07E-05,266.8331128,-28.37173711,0,7.696069542,1,Check SI,,,,
13928,13928,1.06E-09,3.18E-09,0.003131244,0.001315646,103,1.89E-05,1.28E-05,4.45E-05,3.02E-05,144.3716979,1.56E-05,266.8324265,-28.37170771,0,7.768189834,2,,,,,
13947,13947,2.69E-10,8.02E-10,0.0014022,0.001404375,26,1.10E-05,5.64E-06,2.58E-05,1.33E-05,130.555434,7.86E-06,266.8330901,-28.37167148,0,2.939545837,1,Not sure,,,,
13949,13949,3.05E-10,8.95E-10,0.009065167,0.00707895,29,1.17E-05,5.99E-06,2.75E-05,1.41E-05,118.2273924,8.37E-06,266.8328481,-28.37167382,0,4.765507837,0,,,,,
13950,13950,1.08E-09,3.02E-09,0.005939151,0.001856322,98,1.97E-05,1.26E-05,4.64E-05,2.96E-05,139.4940647,1.58E-05,266.8326761,-28.37166449,0,2.542874697,0,,,,,
13952,13952,7.00E-10,1.79E-09,0.001509734,0.000674271,58,2.08E-05,7.73E-06,4.89E-05,1.82E-05,127.4556481,1.27E-05,266.8332463,-28.3716577,0,2.144031925,0,,,,,
13958,13958,2.26E-10,6.79E-10,0.00116553,0.001241888,22,1.01E-05,5.16E-06,2.37E-05,1.21E-05,137.3931934,7.20E-06,266.8330206,-28.37166916,0,3.099125576,1,Not sure,,,,
13977,13977,3.28E-10,9.57E-10,0.002124075,0.001601175,31,1.84E-05,4.09E-06,4.34E-05,9.63E-06,130.4674794,8.68E-06,266.8331899,-28.37162066,0,4.453831938,0,,,,,
13978,13978,1.12E-09,2.78E-09,0.004825819,0.001489281,90,3.42E-05,7.53E-06,8.06E-05,1.77E-05,129.4173491,1.61E-05,266.8330899,-28.37158977,0,2.632288542,0,Bad contour,,,,
13979,13979,1.78E-10,5.25E-10,0.005126917,0.00652887,17,7.29E-06,5.62E-06,1.72E-05,1.32E-05,99.50431029,6.40E-06,266.8328544,-28.37162826,0,4.519535919,2,,,,,
13996,13996,3.37E-10,9.88E-10,0.000999489,0.00078568,32,1.08E-05,7.15E-06,2.55E-05,1.68E-05,118.5440535,8.80E-06,266.8329381,-28.37159848,0,1.701158794,0,,,,,
14003,14003,4.04E-10,1.27E-09,0.008213881,0.005133862,41,1.20E-05,7.73E-06,2.83E-05,1.82E-05,73.92611526,9.64E-06,266.8328114,-28.37157774,0,8.174327317,2,,,,,
14010,14010,1.76E-09,5.52E-09,0.020494396,0.004619844,179,2.98E-05,1.36E-05,7.01E-05,3.21E-05,128.7032128,2.01E-05,266.8332726,-28.37152586,0,26.57966096,2,Contour,,,,
14024,14024,1.13E-10,3.40E-10,0.000370032,0.000748071,11,6.61E-06,3.91E-06,1.56E-05,9.21E-06,-177.0961121,5.08E-06,266.8322979,-28.37155332,0,3.452720918,2,Two sources in B6,,,,
14026,14026,4.30E-10,1.36E-09,0.001850285,0.001207809,44,1.25E-05,7.88E-06,2.95E-05,1.86E-05,99.47863683,9.94E-06,266.8322672,-28.37152556,0,6.84086112,2,,,,,
14048,14048,1.51E-10,4.63E-10,0.001002876,0.001537477,15,6.77E-06,5.13E-06,1.59E-05,1.21E-05,100.1616997,5.89E-06,266.8328051,-28.37151924,0,2.371629383,0,,,,,
14049,14049,9.08E-10,4.17E-09,0.003003376,0.001259259,135,1.82E-05,1.15E-05,4.28E-05,2.70E-05,-169.0219339,1.44E-05,266.8326672,-28.37150491,0,4.756150888,2,,,,,
14053,14053,3.75E-09,1.70E-08,0.166290401,0.019468723,552,3.07E-05,2.80E-05,7.24E-05,6.59E-05,-168.1783682,2.93E-05,266.8329123,-28.37145699,0,31.04989952,2,HII region? Looks amazing,core_171_K3,,K3,1
14064,14064,6.57E-10,1.76E-09,0.003526742,0.001914629,57,1.52E-05,9.95E-06,3.57E-05,2.34E-05,167.3851758,1.23E-05,266.8330738,-28.37148269,0,5.589401589,2,,,,,
14090,14090,1.91E-09,5.19E-09,0.002260454,0.000552861,168,3.20E-05,1.37E-05,7.54E-05,3.23E-05,143.4607879,2.09E-05,266.8322193,-28.37138012,0,2.939852957,0,,,,,
14146,14146,1.34E-09,4.63E-09,0.003984927,0.001314829,150,2.30E-05,1.34E-05,5.41E-05,3.16E-05,50.17060908,1.76E-05,266.832115,-28.37129422,0,15.35670048,2,Bad contour,,,,
14161,14161,6.64E-10,1.94E-09,0.000867537,0.000333904,63,2.09E-05,7.31E-06,4.91E-05,1.72E-05,83.55866275,1.23E-05,266.8333446,-28.37126981,0,2.058332296,0,,,,,
14169,14169,9.61E-10,3.12E-09,0.002144071,0.000693731,101,2.01E-05,1.10E-05,4.73E-05,2.59E-05,-170.9084998,1.49E-05,266.8322008,-28.37127647,0,6.372577051,2,,,,,
14184,14184,3.89E-10,1.27E-09,0.000302697,0.000209506,41,1.60E-05,5.58E-06,3.77E-05,1.31E-05,-137.2780042,9.45E-06,266.8330185,-28.3712504,0,1.883684491,0,Fillament?,,,,
14187,14187,3.13E-10,1.02E-09,0.000250624,0.000222945,33,1.02E-05,7.07E-06,2.39E-05,1.66E-05,-175.1897152,8.48E-06,266.8323065,-28.37126154,0,2.061487649,0,,,,,
14193,14193,3.04E-10,9.88E-10,0.001446269,0.001287305,32,9.86E-06,7.08E-06,2.32E-05,1.67E-05,60.84241355,8.35E-06,266.8325896,-28.37124382,0,6.447851555,2,,,,,
14205,14205,4.37E-10,1.42E-09,0.002330849,0.001423578,46,1.36E-05,7.39E-06,3.20E-05,1.74E-05,-152.3958729,1.00E-05,266.8324804,-28.37123632,0,2.828618789,1,Not sure,,,,
14223,14223,1.21E-09,4.17E-09,0.009540076,0.002572767,135,2.23E-05,1.25E-05,5.24E-05,2.95E-05,57.68859391,1.67E-05,266.832527,-28.37119133,0,7.100708481,1,Not sure if this is a core,,,,
14230,14230,1.68E-10,5.25E-10,0.000600951,0.000819124,17,7.01E-06,5.50E-06,1.65E-05,1.30E-05,104.2426255,6.21E-06,266.8324251,-28.37121949,0,3.060890843,0,Not sure,,,,
14235,14235,1.96E-09,4.78E-09,0.001766252,0.000318901,155,4.00E-05,1.13E-05,9.41E-05,2.66E-05,68.43065508,2.12E-05,266.8327053,-28.37115382,0,2.235781245,0,Too faint,,,,
14236,14236,6.13E-10,1.45E-09,0.000475092,0.000279006,47,1.77E-05,7.95E-06,4.17E-05,1.87E-05,95.46180634,1.19E-05,266.8320745,-28.37119071,0,2.304062172,0,,,,,
